Date,Day,Parking,Total,Occupied,Available
22-09-2018 08:15,Saturday,New York,50,36,14
22-09-2018 08:30,Saturday,New York,50,44,6
22-09-2018 08:45,Saturday,New York,50,36,14
22-09-2018 09:00,Saturday,New York,50,42,8
23-09-2018 07:15,Sunday,New York,50,46,4
23-09-2018 07:30,Sunday,New York,50,48,2
23-09-2018 07:45,Sunday,New York,50,35,15
23-09-2018 08:00,Sunday,New York,50,45,5
23-09-2018 08:15,Sunday,New York,50,42,8
23-09-2018 08:30,Sunday,New York,50,50,0
23-09-2018 08:45,Sunday,New York,50,35,15
23-09-2018 09:00,Sunday,New York,50,47,3
24-09-2018 07:15,Monday,New York,50,49,1
24-09-2018 07:30,Monday,New York,50,50,0
24-09-2018 07:45,Monday,New York,50,48,2
24-09-2018 08:00,Monday,New York,50,39,11
24-09-2018 08:15,Monday,New York,50,37,13
24-09-2018 08:30,Monday,New York,50,37,13
24-09-2018 08:45,Monday,New York,50,41,9
24-09-2018 09:00,Monday,New York,50,42,8
25-09-2018 07:15,Tuesday,New York,50,46,4
25-09-2018 07:30,Tuesday,New York,50,38,12
25-09-2018 07:45,Tuesday,New York,50,41,9
25-09-2018 08:00,Tuesday,New York,50,47,3
25-09-2018 08:15,Tuesday,New York,50,48,2
25-09-2018 08:30,Tuesday,New York,50,45,5
25-09-2018 08:45,Tuesday,New York,50,50,0
25-09-2018 09:00,Tuesday,New York,50,35,15
26-09-2018 07:15,Wednesday,New York,50,43,7
26-09-2018 07:30,Wednesday,New York,50,35,15
26-09-2018 07:45,Wednesday,New York,50,37,13
26-09-2018 08:00,Wednesday,New York,50,50,0
26-09-2018 08:15,Wednesday,New York,50,43,7
26-09-2018 08:30,Wednesday,New York,50,37,13
26-09-2018 08:45,Wednesday,New York,50,48,2
26-09-2018 09:00,Wednesday,New York,50,45,5
27-09-2018 07:15,Thursday,New York,50,40,10
27-09-2018 07:30,Thursday,New York,50,45,5
27-09-2018 07:45,Thursday,New York,50,49,1
27-09-2018 08:00,Thursday,New York,50,38,12
27-09-2018 08:15,Thursday,New York,50,48,2
27-09-2018 08:30,Thursday,New York,50,39,11
27-09-2018 08:45,Thursday,New York,50,46,4
27-09-2018 09:00,Thursday,New York,50,38,12
28-09-2018 07:15,Friday,New York,50,47,3
28-09-2018 07:30,Friday,New York,50,44,6
28-09-2018 07:45,Friday,New York,50,47,3
28-09-2018 08:00,Friday,New York,50,38,12
28-09-2018 08:15,Friday,New York,50,36,14
28-09-2018 08:30,Friday,New York,50,42,8
28-09-2018 08:45,Friday,New York,50,47,3
28-09-2018 09:00,Friday,New York,50,45,5
29-09-2018 07:15,Saturday,New York,50,43,7
29-09-2018 07:30,Saturday,New York,50,37,13
29-09-2018 07:45,Saturday,New York,50,41,9
29-09-2018 08:00,Saturday,New York,50,47,3
29-09-2018 08:15,Saturday,New York,50,37,13
29-09-2018 08:30,Saturday,New York,50,37,13
29-09-2018 08:45,Saturday,New York,50,43,7
29-09-2018 09:00,Saturday,New York,50,41,9
30-09-2018 07:15,Sunday,New York,50,50,0
30-09-2018 07:30,Sunday,New York,50,46,4
30-09-2018 07:45,Sunday,New York,50,42,8
30-09-2018 08:00,Sunday,New York,50,49,1
30-09-2018 08:15,Sunday,New York,50,47,3
30-09-2018 08:30,Sunday,New York,50,49,1
30-09-2018 08:45,Sunday,New York,50,35,15
30-09-2018 09:00,Sunday,New York,50,39,11
01-10-2018 7:15,Monday,New York,50,36,14
01-10-2018 7:30,Monday,New York,50,43,7
01-10-2018 7:45,Monday,New York,50,48,2
01-10-2018 8:00,Monday,New York,50,39,11
01-10-2018 8:15,Monday,New York,50,43,7
01-10-2018 8:30,Monday,New York,50,43,7
01-10-2018 8:45,Monday,New York,50,49,1
01-10-2018 9:00,Monday,New York,50,41,9
02-10-2018 7:15,Tuesday,New York,50,42,8
02-10-2018 7:30,Tuesday,New York,50,36,14
02-10-2018 7:45,Tuesday,New York,50,48,2
02-10-2018 8:00,Tuesday,New York,50,50,0
02-10-2018 8:15,Tuesday,New York,50,42,8
02-10-2018 8:30,Tuesday,New York,50,41,9
02-10-2018 8:45,Tuesday,New York,50,48,2
02-10-2018 9:00,Tuesday,New York,50,35,15
03-10-2018 7:15,Wednesday,New York,50,39,11
03-10-2018 7:30,Wednesday,New York,50,42,8
03-10-2018 7:45,Wednesday,New York,50,47,3
03-10-2018 8:00,Wednesday,New York,50,47,3
03-10-2018 8:15,Wednesday,New York,50,38,12
03-10-2018 8:30,Wednesday,New York,50,36,14
03-10-2018 8:45,Wednesday,New York,50,50,0
03-10-2018 9:00,Wednesday,New York,50,40,10
04-10-2018 7:15,Thursday,New York,50,44,6
04-10-2018 7:30,Thursday,New York,50,45,5
04-10-2018 7:45,Thursday,New York,50,42,8
04-10-2018 8:00,Thursday,New York,50,43,7
04-10-2018 8:15,Thursday,New York,50,36,14
04-10-2018 8:30,Thursday,New York,50,41,9
04-10-2018 8:45,Thursday,New York,50,48,2
04-10-2018 9:00,Thursday,New York,50,40,10
05-10-2018 7:15,Friday,New York,50,48,2
05-10-2018 7:30,Friday,New York,50,36,14
05-10-2018 7:45,Friday,New York,50,46,4
05-10-2018 8:00,Friday,New York,50,48,2
05-10-2018 8:15,Friday,New York,50,42,8
05-10-2018 8:30,Friday,New York,50,43,7
05-10-2018 8:45,Friday,New York,50,45,5
05-10-2018 9:00,Friday,New York,50,48,2
06-10-2018 7:15,Saturday,New York,50,37,13
06-10-2018 7:30,Saturday,New York,50,49,1
06-10-2018 7:45,Saturday,New York,50,37,13
06-10-2018 8:00,Saturday,New York,50,48,2
06-10-2018 8:15,Saturday,New York,50,46,4
06-10-2018 8:30,Saturday,New York,50,40,10
06-10-2018 8:45,Saturday,New York,50,47,3
06-10-2018 9:00,Saturday,New York,50,50,0
07-10-2018 7:15,Sunday,New York,50,50,0
07-10-2018 7:30,Sunday,New York,50,36,14
07-10-2018 7:45,Sunday,New York,50,48,2
07-10-2018 8:00,Sunday,New York,50,50,0
07-10-2018 8:15,Sunday,New York,50,42,8
07-10-2018 8:30,Sunday,New York,50,41,9
07-10-2018 8:45,Sunday,New York,50,42,8
07-10-2018 9:00,Sunday,New York,50,40,10
08-10-2018 7:15,Monday,New York,50,45,5
08-10-2018 7:30,Monday,New York,50,46,4
08-10-2018 7:45,Monday,New York,50,35,15
08-10-2018 8:00,Monday,New York,50,43,7
08-10-2018 8:15,Monday,New York,50,38,12
08-10-2018 8:30,Monday,New York,50,35,15
08-10-2018 8:45,Monday,New York,50,36,14
08-10-2018 9:00,Monday,New York,50,47,3
09-10-2018 7:15,Tuesday,New York,50,43,7
09-10-2018 7:30,Tuesday,New York,50,46,4
09-10-2018 7:45,Tuesday,New York,50,46,4
09-10-2018 8:00,Tuesday,New York,50,43,7
09-10-2018 8:15,Tuesday,New York,50,36,14
09-10-2018 8:30,Tuesday,New York,50,49,1
09-10-2018 8:45,Tuesday,New York,50,39,11
09-10-2018 9:00,Tuesday,New York,50,40,10
10-10-2018 7:15,Wednesday,New York,50,47,3
10-10-2018 7:30,Wednesday,New York,50,49,1
10-10-2018 7:45,Wednesday,New York,50,45,5
10-10-2018 8:00,Wednesday,New York,50,49,1
10-10-2018 8:15,Wednesday,New York,50,50,0
10-10-2018 8:30,Wednesday,New York,50,44,6
10-10-2018 8:45,Wednesday,New York,50,37,13
10-10-2018 9:00,Wednesday,New York,50,42,8
11-10-2018 7:15,Thursday,New York,50,48,2
11-10-2018 7:30,Thursday,New York,50,45,5
11-10-2018 7:45,Thursday,New York,50,37,13
11-10-2018 8:00,Thursday,New York,50,37,13
11-10-2018 8:15,Thursday,New York,50,48,2
11-10-2018 8:30,Thursday,New York,50,36,14
11-10-2018 8:45,Thursday,New York,50,42,8
11-10-2018 9:00,Thursday,New York,50,44,6
12-10-2018 7:15,Friday,New York,50,47,3
12-10-2018 7:30,Friday,New York,50,36,14
12-10-2018 7:45,Friday,New York,50,48,2
12-10-2018 8:00,Friday,New York,50,42,8
12-10-2018 8:15,Friday,New York,50,40,10
12-10-2018 8:30,Friday,New York,50,38,12
12-10-2018 8:45,Friday,New York,50,45,5
12-10-2018 9:00,Friday,New York,50,50,0
13-10-2018 07:15,Saturday,New York,50,45,5
13-10-2018 07:30,Saturday,New York,50,35,15
13-10-2018 07:45,Saturday,New York,50,48,2
13-10-2018 08:00,Saturday,New York,50,39,11
13-10-2018 08:15,Saturday,New York,50,41,9
13-10-2018 08:30,Saturday,New York,50,46,4
13-10-2018 08:45,Saturday,New York,50,46,4
13-10-2018 09:00,Saturday,New York,50,43,7
14-10-2018 07:15,Sunday,New York,50,35,15
14-10-2018 07:30,Sunday,New York,50,50,0
14-10-2018 07:45,Sunday,New York,50,41,9
14-10-2018 08:00,Sunday,New York,50,48,2
14-10-2018 08:15,Sunday,New York,50,50,0
14-10-2018 08:30,Sunday,New York,50,37,13
14-10-2018 08:45,Sunday,New York,50,48,2
14-10-2018 09:00,Sunday,New York,50,36,14
15-10-2018 07:15,Monday,New York,50,43,7
15-10-2018 07:30,Monday,New York,50,47,3
15-10-2018 07:45,Monday,New York,50,36,14
15-10-2018 08:00,Monday,New York,50,37,13
15-10-2018 08:15,Monday,New York,50,50,0
15-10-2018 08:30,Monday,New York,50,35,15
15-10-2018 08:45,Monday,New York,50,49,1
15-10-2018 09:00,Monday,New York,50,48,2
16-10-2018 07:15,Tuesday,New York,50,36,14
16-10-2018 07:30,Tuesday,New York,50,47,3
16-10-2018 07:45,Tuesday,New York,50,36,14
16-10-2018 08:00,Tuesday,New York,50,41,9
16-10-2018 08:15,Tuesday,New York,50,38,12
16-10-2018 08:30,Tuesday,New York,50,47,3
16-10-2018 08:45,Tuesday,New York,50,49,1
16-10-2018 09:00,Tuesday,New York,50,44,6
17-10-2018 07:15,Wednesday,New York,50,37,13
17-10-2018 07:30,Wednesday,New York,50,45,5
17-10-2018 07:45,Wednesday,New York,50,40,10
17-10-2018 08:00,Wednesday,New York,50,44,6
17-10-2018 08:15,Wednesday,New York,50,44,6
17-10-2018 08:30,Wednesday,New York,50,49,1
17-10-2018 08:45,Wednesday,New York,50,35,15
17-10-2018 09:00,Wednesday,New York,50,39,11
18-10-2018 07:15,Thursday,New York,50,39,11
18-10-2018 07:30,Thursday,New York,50,38,12
18-10-2018 07:45,Thursday,New York,50,38,12
18-10-2018 08:00,Thursday,New York,50,38,12
18-10-2018 08:15,Thursday,New York,50,36,14
18-10-2018 08:30,Thursday,New York,50,50,0
18-10-2018 08:45,Thursday,New York,50,38,12
18-10-2018 09:00,Thursday,New York,50,49,1
19-10-2018 07:15,Friday,New York,50,50,0
19-10-2018 07:30,Friday,New York,50,44,6
19-10-2018 07:45,Friday,New York,50,39,11
19-10-2018 08:00,Friday,New York,50,36,14
19-10-2018 08:15,Friday,New York,50,49,1
19-10-2018 08:30,Friday,New York,50,44,6
19-10-2018 08:45,Friday,New York,50,42,8
19-10-2018 09:00,Friday,New York,50,47,3
20-10-2018 07:15,Saturday,New York,50,36,14
20-10-2018 07:30,Saturday,New York,50,40,10
20-10-2018 07:45,Saturday,New York,50,36,14
20-10-2018 08:00,Saturday,New York,50,46,4
20-10-2018 08:15,Saturday,New York,50,49,1
20-10-2018 08:30,Saturday,New York,50,35,15
20-10-2018 08:45,Saturday,New York,50,35,15
20-10-2018 09:00,Saturday,New York,50,46,4
21-10-2018 07:15,Sunday,New York,50,49,1
21-10-2018 07:30,Sunday,New York,50,36,14
21-10-2018 07:45,Sunday,New York,50,48,2
21-10-2018 08:00,Sunday,New York,50,44,6
21-10-2018 08:15,Sunday,New York,50,47,3
21-10-2018 08:30,Sunday,New York,50,38,12
21-10-2018 08:45,Sunday,New York,50,41,9
21-10-2018 09:00,Sunday,New York,50,44,6
22-10-2018 07:15,Monday,New York,50,37,13
22-10-2018 07:30,Monday,New York,50,39,11
22-10-2018 07:45,Monday,New York,50,49,1
22-10-2018 08:00,Monday,New York,50,40,10
22-10-2018 08:15,Monday,New York,50,44,6
22-10-2018 08:30,Monday,New York,50,50,0
22-10-2018 08:45,Monday,New York,50,40,10
22-10-2018 09:00,Monday,New York,50,48,2
23-10-2018 07:15,Tuesday,New York,50,43,7
23-10-2018 07:30,Tuesday,New York,50,35,15
23-10-2018 07:45,Tuesday,New York,50,40,10
23-10-2018 08:00,Tuesday,New York,50,42,8
23-10-2018 08:15,Tuesday,New York,50,41,9
23-10-2018 08:30,Tuesday,New York,50,48,2
23-10-2018 08:45,Tuesday,New York,50,50,0
23-10-2018 09:00,Tuesday,New York,50,36,14
24-10-2018 07:15,Wednesday,New York,50,41,9
24-10-2018 07:30,Wednesday,New York,50,38,12
24-10-2018 07:45,Wednesday,New York,50,44,6
24-10-2018 08:00,Wednesday,New York,50,46,4
24-10-2018 08:15,Wednesday,New York,50,39,11
24-10-2018 08:30,Wednesday,New York,50,50,0
24-10-2018 08:45,Wednesday,New York,50,48,2
24-10-2018 09:00,Wednesday,New York,50,46,4
25-10-2018 07:15,Thursday,New York,50,45,5
25-10-2018 07:30,Thursday,New York,50,49,1
25-10-2018 07:45,Thursday,New York,50,36,14
25-10-2018 08:00,Thursday,New York,50,35,15
25-10-2018 08:15,Thursday,New York,50,45,5
25-10-2018 08:30,Thursday,New York,50,38,12
25-10-2018 08:45,Thursday,New York,50,40,10
25-10-2018 09:00,Thursday,New York,50,42,8
26-10-2018 07:15,Friday,New York,50,50,0
26-10-2018 07:30,Friday,New York,50,41,9
26-10-2018 07:45,Friday,New York,50,47,3
26-10-2018 08:00,Friday,New York,50,43,7
26-10-2018 08:15,Friday,New York,50,43,7
26-10-2018 08:30,Friday,New York,50,37,13
26-10-2018 08:45,Friday,New York,50,48,2
26-10-2018 09:00,Friday,New York,50,49,1
27-10-2018 07:15,Saturday,New York,50,46,4
27-10-2018 07:30,Saturday,New York,50,45,5
27-10-2018 07:45,Saturday,New York,50,42,8
27-10-2018 08:00,Saturday,New York,50,36,14
27-10-2018 08:15,Saturday,New York,50,37,13
27-10-2018 08:30,Saturday,New York,50,44,6
27-10-2018 08:45,Saturday,New York,50,37,13
27-10-2018 09:00,Saturday,New York,50,41,9
28-10-2018 07:15,Sunday,New York,50,37,13
28-10-2018 07:30,Sunday,New York,50,50,0
28-10-2018 07:45,Sunday,New York,50,50,0
28-10-2018 08:00,Sunday,New York,50,48,2
28-10-2018 08:15,Sunday,New York,50,44,6
28-10-2018 08:30,Sunday,New York,50,45,5
28-10-2018 08:45,Sunday,New York,50,38,12
28-10-2018 09:00,Sunday,New York,50,46,4
29-10-2018 07:15,Monday,New York,50,36,14
29-10-2018 07:30,Monday,New York,50,38,12
29-10-2018 07:45,Monday,New York,50,43,7
29-10-2018 08:00,Monday,New York,50,45,5
29-10-2018 08:15,Monday,New York,50,47,3
29-10-2018 08:30,Monday,New York,50,39,11
29-10-2018 08:45,Monday,New York,50,36,14
29-10-2018 09:00,Monday,New York,50,40,10
30-10-2018 07:15,Tuesday,New York,50,45,5
30-10-2018 07:30,Tuesday,New York,50,39,11
30-10-2018 07:45,Tuesday,New York,50,42,8
30-10-2018 08:00,Tuesday,New York,50,35,15
30-10-2018 08:15,Tuesday,New York,50,47,3
30-10-2018 08:30,Tuesday,New York,50,48,2
30-10-2018 08:45,Tuesday,New York,50,36,14
30-10-2018 09:00,Tuesday,New York,50,48,2
31-10-2018 07:15,Wednesday,New York,50,40,10
31-10-2018 07:30,Wednesday,New York,50,38,12
31-10-2018 07:45,Wednesday,New York,50,49,1
31-10-2018 08:00,Wednesday,New York,50,37,13
31-10-2018 08:15,Wednesday,New York,50,49,1
31-10-2018 08:30,Wednesday,New York,50,37,13
31-10-2018 08:45,Wednesday,New York,50,38,12
31-10-2018 09:00,Wednesday,New York,50,49,1
01-11-2018 7:15,Thursday,New York,50,40,10
01-11-2018 7:30,Thursday,New York,50,43,7
01-11-2018 7:45,Thursday,New York,50,37,13
01-11-2018 8:00,Thursday,New York,50,42,8
01-11-2018 8:15,Thursday,New York,50,36,14
01-11-2018 8:30,Thursday,New York,50,35,15
01-11-2018 8:45,Thursday,New York,50,35,15
01-11-2018 9:00,Thursday,New York,50,40,10
02-11-2018 7:15,Friday,New York,50,38,12
02-11-2018 7:30,Friday,New York,50,43,7
02-11-2018 7:45,Friday,New York,50,36,14
02-11-2018 8:00,Friday,New York,50,42,8
02-11-2018 8:15,Friday,New York,50,40,10
02-11-2018 8:30,Friday,New York,50,40,10
02-11-2018 8:45,Friday,New York,50,44,6
02-11-2018 9:00,Friday,New York,50,49,1
03-11-2018 7:15,Saturday,New York,50,44,6
03-11-2018 7:30,Saturday,New York,50,39,11
03-11-2018 7:45,Saturday,New York,50,47,3
03-11-2018 8:00,Saturday,New York,50,45,5
03-11-2018 8:15,Saturday,New York,50,41,9
03-11-2018 8:30,Saturday,New York,50,39,11
03-11-2018 8:45,Saturday,New York,50,39,11
03-11-2018 9:00,Saturday,New York,50,40,10
04-11-2018 7:15,Sunday,New York,50,41,9
04-11-2018 7:30,Sunday,New York,50,43,7
04-11-2018 7:45,Sunday,New York,50,38,12
04-11-2018 8:00,Sunday,New York,50,45,5
04-11-2018 8:15,Sunday,New York,50,44,6
04-11-2018 8:30,Sunday,New York,50,48,2
04-11-2018 8:45,Sunday,New York,50,39,11
04-11-2018 9:00,Sunday,New York,50,47,3
05-11-2018 7:15,Monday,New York,50,47,3
05-11-2018 7:30,Monday,New York,50,36,14
05-11-2018 7:45,Monday,New York,50,48,2
05-11-2018 8:00,Monday,New York,50,46,4
05-11-2018 8:15,Monday,New York,50,40,10
05-11-2018 8:30,Monday,New York,50,46,4
05-11-2018 8:45,Monday,New York,50,47,3
05-11-2018 9:00,Monday,New York,50,41,9
06-11-2018 7:15,Tuesday,New York,50,45,5
06-11-2018 7:30,Tuesday,New York,50,38,12
06-11-2018 7:45,Tuesday,New York,50,44,6
06-11-2018 8:00,Tuesday,New York,50,37,13
06-11-2018 8:15,Tuesday,New York,50,49,1
06-11-2018 8:30,Tuesday,New York,50,45,5
06-11-2018 8:45,Tuesday,New York,50,36,14
06-11-2018 9:00,Tuesday,New York,50,47,3
07-11-2018 7:15,Wednesday,New York,50,44,6
07-11-2018 7:30,Wednesday,New York,50,49,1
07-11-2018 7:45,Wednesday,New York,50,43,7
07-11-2018 8:00,Wednesday,New York,50,41,9
07-11-2018 8:15,Wednesday,New York,50,37,13
07-11-2018 8:30,Wednesday,New York,50,48,2
07-11-2018 8:45,Wednesday,New York,50,38,12
07-11-2018 9:00,Wednesday,New York,50,39,11
08-11-2018 7:15,Thursday,New York,50,38,12
08-11-2018 7:30,Thursday,New York,50,39,11
08-11-2018 7:45,Thursday,New York,50,47,3
08-11-2018 8:00,Thursday,New York,50,49,1
08-11-2018 8:15,Thursday,New York,50,37,13
08-11-2018 8:30,Thursday,New York,50,40,10
08-11-2018 8:45,Thursday,New York,50,37,13
08-11-2018 9:00,Thursday,New York,50,38,12
09-11-2018 7:15,Friday,New York,50,42,8
09-11-2018 7:30,Friday,New York,50,38,12
09-11-2018 7:45,Friday,New York,50,43,7
09-11-2018 8:00,Friday,New York,50,40,10
09-11-2018 8:15,Friday,New York,50,43,7
09-11-2018 8:30,Friday,New York,50,50,0
09-11-2018 8:45,Friday,New York,50,40,10
09-11-2018 9:00,Friday,New York,50,49,1
10-11-2018 7:15,Saturday,New York,50,36,14
10-11-2018 7:30,Saturday,New York,50,45,5
10-11-2018 7:45,Saturday,New York,50,36,14
10-11-2018 8:00,Saturday,New York,50,43,7
10-11-2018 8:15,Saturday,New York,50,38,12
10-11-2018 8:30,Saturday,New York,50,40,10
10-11-2018 8:45,Saturday,New York,50,49,1
10-11-2018 9:00,Saturday,New York,50,43,7
11-11-2018 7:15,Sunday,New York,50,46,4
11-11-2018 7:30,Sunday,New York,50,46,4
11-11-2018 7:45,Sunday,New York,50,37,13
11-11-2018 8:00,Sunday,New York,50,43,7
11-11-2018 8:15,Sunday,New York,50,47,3
11-11-2018 8:30,Sunday,New York,50,45,5
11-11-2018 8:45,Sunday,New York,50,36,14
11-11-2018 9:00,Sunday,New York,50,49,1
12-11-2018 7:15,Monday,New York,50,43,7
12-11-2018 7:30,Monday,New York,50,42,8
12-11-2018 7:45,Monday,New York,50,48,2
12-11-2018 8:00,Monday,New York,50,35,15
12-11-2018 8:15,Monday,New York,50,47,3
12-11-2018 8:30,Monday,New York,50,45,5
12-11-2018 8:45,Monday,New York,50,36,14
12-11-2018 9:00,Monday,New York,50,46,4
13-11-2018 07:15,Tuesday,New York,50,45,5
13-11-2018 07:30,Tuesday,New York,50,47,3
13-11-2018 07:45,Tuesday,New York,50,41,9
13-11-2018 08:00,Tuesday,New York,50,40,10
13-11-2018 08:15,Tuesday,New York,50,35,15
13-11-2018 08:30,Tuesday,New York,50,50,0
13-11-2018 08:45,Tuesday,New York,50,50,0
13-11-2018 09:00,Tuesday,New York,50,39,11
14-11-2018 07:15,Wednesday,New York,50,39,11
14-11-2018 07:30,Wednesday,New York,50,49,1
14-11-2018 07:45,Wednesday,New York,50,35,15
14-11-2018 08:00,Wednesday,New York,50,40,10
14-11-2018 08:15,Wednesday,New York,50,50,0
14-11-2018 08:30,Wednesday,New York,50,35,15
14-11-2018 08:45,Wednesday,New York,50,37,13
14-11-2018 09:00,Wednesday,New York,50,44,6
15-11-2018 07:15,Thursday,New York,50,46,4
15-11-2018 07:30,Thursday,New York,50,42,8
15-11-2018 07:45,Thursday,New York,50,48,2
15-11-2018 08:00,Thursday,New York,50,41,9
15-11-2018 08:15,Thursday,New York,50,50,0
15-11-2018 08:30,Thursday,New York,50,41,9
15-11-2018 08:45,Thursday,New York,50,47,3
15-11-2018 09:00,Thursday,New York,50,37,13
16-11-2018 07:15,Friday,New York,50,44,6
16-11-2018 07:30,Friday,New York,50,47,3
16-11-2018 07:45,Friday,New York,50,39,11
16-11-2018 08:00,Friday,New York,50,38,12
16-11-2018 08:15,Friday,New York,50,40,10
16-11-2018 08:30,Friday,New York,50,43,7
16-11-2018 08:45,Friday,New York,50,49,1
16-11-2018 09:00,Friday,New York,50,50,0
17-11-2018 07:15,Saturday,New York,50,36,14
17-11-2018 07:30,Saturday,New York,50,45,5
17-11-2018 07:45,Saturday,New York,50,38,12
17-11-2018 08:00,Saturday,New York,50,39,11
17-11-2018 08:15,Saturday,New York,50,39,11
17-11-2018 08:30,Saturday,New York,50,40,10
17-11-2018 08:45,Saturday,New York,50,47,3
17-11-2018 09:00,Saturday,New York,50,42,8
18-11-2018 07:15,Sunday,New York,50,38,12
18-11-2018 07:30,Sunday,New York,50,50,0
18-11-2018 07:45,Sunday,New York,50,49,1
18-11-2018 08:00,Sunday,New York,50,45,5
18-11-2018 08:15,Sunday,New York,50,43,7
18-11-2018 08:30,Sunday,New York,50,37,13
18-11-2018 08:45,Sunday,New York,50,47,3
18-11-2018 09:00,Sunday,New York,50,47,3
19-11-2018 07:15,Monday,New York,50,50,0
19-11-2018 07:30,Monday,New York,50,48,2
19-11-2018 07:45,Monday,New York,50,47,3
19-11-2018 08:00,Monday,New York,50,38,12
19-11-2018 08:15,Monday,New York,50,42,8
19-11-2018 08:30,Monday,New York,50,45,5
19-11-2018 08:45,Monday,New York,50,41,9
19-11-2018 09:00,Monday,New York,50,44,6
20-11-2018 07:15,Tuesday,New York,50,44,6
20-11-2018 07:30,Tuesday,New York,50,47,3
20-11-2018 07:45,Tuesday,New York,50,46,4
20-11-2018 08:00,Tuesday,New York,50,45,5
20-11-2018 08:15,Tuesday,New York,50,43,7
20-11-2018 08:30,Tuesday,New York,50,44,6
20-11-2018 08:45,Tuesday,New York,50,49,1
20-11-2018 09:00,Tuesday,New York,50,48,2
21-11-2018 07:15,Wednesday,New York,50,41,9
21-11-2018 07:30,Wednesday,New York,50,48,2
21-11-2018 07:45,Wednesday,New York,50,35,15
21-11-2018 08:00,Wednesday,New York,50,50,0
21-11-2018 08:15,Wednesday,New York,50,47,3
21-11-2018 08:30,Wednesday,New York,50,46,4
21-11-2018 08:45,Wednesday,New York,50,47,3
21-11-2018 09:00,Wednesday,New York,50,46,4
22-11-2018 07:15,Thursday,New York,50,42,8
22-11-2018 07:30,Thursday,New York,50,45,5
22-11-2018 07:45,Thursday,New York,50,46,4
22-11-2018 08:00,Thursday,New York,50,45,5
22-11-2018 08:15,Thursday,New York,50,41,9
22-11-2018 08:30,Thursday,New York,50,35,15
22-11-2018 08:45,Thursday,New York,50,50,0
22-11-2018 09:00,Thursday,New York,50,48,2
23-11-2018 07:15,Friday,New York,50,47,3
23-11-2018 07:30,Friday,New York,50,48,2
23-11-2018 07:45,Friday,New York,50,43,7
23-11-2018 08:00,Friday,New York,50,50,0
23-11-2018 08:15,Friday,New York,50,48,2
23-11-2018 08:30,Friday,New York,50,45,5
23-11-2018 08:45,Friday,New York,50,37,13
23-11-2018 09:00,Friday,New York,50,39,11
24-11-2018 07:15,Saturday,New York,50,41,9
24-11-2018 07:30,Saturday,New York,50,45,5
24-11-2018 07:45,Saturday,New York,50,38,12
24-11-2018 08:00,Saturday,New York,50,49,1
24-11-2018 08:15,Saturday,New York,50,47,3
24-11-2018 08:30,Saturday,New York,50,42,8
24-11-2018 08:45,Saturday,New York,50,44,6
24-11-2018 09:00,Saturday,New York,50,49,1
25-11-2018 07:15,Sunday,New York,50,35,15
25-11-2018 07:30,Sunday,New York,50,41,9
25-11-2018 07:45,Sunday,New York,50,49,1
25-11-2018 08:00,Sunday,New York,50,37,13
25-11-2018 08:15,Sunday,New York,50,49,1
25-11-2018 08:30,Sunday,New York,50,48,2
25-11-2018 08:45,Sunday,New York,50,49,1
25-11-2018 09:00,Sunday,New York,50,36,14
26-11-2018 07:15,Monday,New York,50,39,11
26-11-2018 07:30,Monday,New York,50,44,6
26-11-2018 07:45,Monday,New York,50,43,7
26-11-2018 08:00,Monday,New York,50,38,12
26-11-2018 08:15,Monday,New York,50,44,6
26-11-2018 08:30,Monday,New York,50,42,8
26-11-2018 08:45,Monday,New York,50,49,1
26-11-2018 09:00,Monday,New York,50,44,6
27-11-2018 07:15,Tuesday,New York,50,42,8
27-11-2018 07:30,Tuesday,New York,50,43,7
27-11-2018 07:45,Tuesday,New York,50,35,15
27-11-2018 08:00,Tuesday,New York,50,43,7
27-11-2018 08:15,Tuesday,New York,50,49,1
27-11-2018 08:30,Tuesday,New York,50,43,7
27-11-2018 08:45,Tuesday,New York,50,48,2
27-11-2018 09:00,Tuesday,New York,50,41,9
28-11-2018 07:15,Wednesday,New York,50,41,9
28-11-2018 07:30,Wednesday,New York,50,50,0
28-11-2018 07:45,Wednesday,New York,50,48,2
28-11-2018 08:00,Wednesday,New York,50,38,12
28-11-2018 08:15,Wednesday,New York,50,41,9
28-11-2018 08:30,Wednesday,New York,50,50,0
28-11-2018 08:45,Wednesday,New York,50,49,1
28-11-2018 09:00,Wednesday,New York,50,43,7
29-11-2018 07:15,Thursday,New York,50,40,10
29-11-2018 07:30,Thursday,New York,50,49,1
29-11-2018 07:45,Thursday,New York,50,36,14
29-11-2018 08:00,Thursday,New York,50,49,1
29-11-2018 08:15,Thursday,New York,50,43,7
29-11-2018 08:30,Thursday,New York,50,50,0
29-11-2018 08:45,Thursday,New York,50,49,1
29-11-2018 09:00,Thursday,New York,50,39,11
30-11-2018 07:15,Friday,New York,50,40,10
30-11-2018 07:30,Friday,New York,50,47,3
30-11-2018 07:45,Friday,New York,50,35,15
30-11-2018 08:00,Friday,New York,50,43,7
30-11-2018 08:15,Friday,New York,50,42,8
30-11-2018 08:30,Friday,New York,50,47,3
30-11-2018 08:45,Friday,New York,50,41,9
30-11-2018 09:00,Friday,New York,50,46,4
01-12-2018 7:15,Saturday,New York,50,42,8
01-12-2018 7:30,Saturday,New York,50,49,1
01-12-2018 7:45,Saturday,New York,50,36,14
